op,graph_name,family,tsol,dtype,physical_storage,accumulators,frontend,graph_ir,schedule_ir,tile_ir,cpu,x86,apple_cpu,apple_gpu,nvidia_sm120,rocm_gfx1151,rocm_gfx1200,rocm_gfx1250,rocm_gfx1251,gaps
conv2d,tessera.conv2d_nhwc,stencil,yes,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_abi,device_verified_jit,unsupported,absent,absent,absent,
conv3d,tessera.conv3d_ndhwc,stencil,yes,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
conv3d,tessera.conv3d_ndhwc,stencil,yes,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
conv3d,tessera.conv3d_ndhwc,stencil,yes,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,unsupported,absent,absent,absent,
check_cauchy_riemann,tessera.check_cauchy_riemann,visual_complex,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,planned,unsupported,absent,absent,absent,tile/physical/direct_test
check_cauchy_riemann,tessera.check_cauchy_riemann,visual_complex,no,fp16,fp16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,planned,unsupported,absent,absent,absent,tile/physical/direct_test
check_cauchy_riemann,tessera.check_cauchy_riemann,visual_complex,no,fp32,fp32,fp32,public,registered,complete,not_applicable,reference,fused,reference,device_verified_jit,planned,device_verified_jit,absent,absent,absent,
complex_abs,tessera.complex_abs,visual_complex,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,planned,unsupported,absent,absent,absent,tile/physical/direct_test
complex_abs,tessera.complex_abs,visual_complex,no,complex64,fp32x2_interleaved,fp32,public,registered,complete,fused,reference,fused,reference,device_verified_jit,planned,device_verified_jit,absent,absent,absent,
complex_abs,tessera.complex_abs,visual_complex,no,fp16,fp16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,planned,unsupported,absent,absent,absent,tile/physical/direct_test
complex_abs,tessera.complex_abs,visual_complex,no,fp32,fp32,fp32,public,registered,complete,fused,reference,fused,reference,device_verified_jit,planned,device_verified_jit,absent,absent,absent,
complex_arg,tessera.complex_arg,visual_complex,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,planned,unsupported,absent,absent,absent,tile/physical/direct_test
complex_arg,tessera.complex_arg,visual_complex,no,complex64,fp32x2_interleaved,fp32,public,registered,complete,fused,reference,fused,reference,device_verified_jit,planned,device_verified_jit,absent,absent,absent,
complex_arg,tessera.complex_arg,visual_complex,no,fp16,fp16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,planned,unsupported,absent,absent,absent,tile/physical/direct_test
complex_arg,tessera.complex_arg,visual_complex,no,fp32,fp32,fp32,public,registered,complete,fused,reference,fused,reference,device_verified_jit,planned,device_verified_jit,absent,absent,absent,
complex_conjugate,tessera.complex_conjugate,visual_complex,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,planned,unsupported,absent,absent,absent,tile/physical/direct_test
complex_conjugate,tessera.complex_conjugate,visual_complex,no,complex64,fp32x2_interleaved,fp32,public,registered,complete,fused,reference,fused,reference,device_verified_jit,planned,device_verified_jit,absent,absent,absent,
complex_conjugate,tessera.complex_conjugate,visual_complex,no,fp16,fp16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,planned,unsupported,absent,absent,absent,tile/physical/direct_test
complex_conjugate,tessera.complex_conjugate,visual_complex,no,fp32,fp32,fp32,public,registered,complete,fused,reference,fused,reference,device_verified_jit,planned,device_verified_jit,absent,absent,absent,
complex_div,tessera.complex_div,visual_complex,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,planned,unsupported,absent,absent,absent,tile/physical/direct_test
complex_div,tessera.complex_div,visual_complex,no,complex64,fp32x2_interleaved,fp32,public,registered,complete,fused,reference,fused,reference,device_verified_jit,planned,device_verified_jit,absent,absent,absent,
complex_div,tessera.complex_div,visual_complex,no,fp16,fp16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,planned,unsupported,absent,absent,absent,tile/physical/direct_test
complex_div,tessera.complex_div,visual_complex,no,fp32,fp32,fp32,public,registered,complete,fused,reference,fused,reference,device_verified_jit,planned,device_verified_jit,absent,absent,absent,
complex_exp,tessera.complex_exp,visual_complex,no,bf16,bf16,fp32,public,not_applicable,complete,planned,unsupported,unsupported,unsupported,unsupported,planned,unsupported,absent,absent,absent,tile/physical/direct_test
complex_exp,tessera.complex_exp,visual_complex,no,complex64,fp32x2_interleaved,fp32,public,not_applicable,complete,fused,reference,fused,reference,fused,planned,device_verified_jit,absent,absent,absent,
complex_exp,tessera.complex_exp,visual_complex,no,fp16,fp16,fp32,public,not_applicable,complete,planned,unsupported,unsupported,unsupported,unsupported,planned,unsupported,absent,absent,absent,tile/physical/direct_test
complex_exp,tessera.complex_exp,visual_complex,no,fp32,fp32,fp32,public,not_applicable,complete,fused,reference,fused,reference,fused,planned,device_verified_jit,absent,absent,absent,
complex_log,tessera.complex_log,visual_complex,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,planned,unsupported,absent,absent,absent,tile/physical/direct_test
complex_log,tessera.complex_log,visual_complex,no,complex64,fp32x2_interleaved,fp32,public,registered,complete,fused,reference,fused,reference,device_verified_jit,planned,device_verified_jit,absent,absent,absent,
complex_log,tessera.complex_log,visual_complex,no,fp16,fp16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,planned,unsupported,absent,absent,absent,tile/physical/direct_test
complex_log,tessera.complex_log,visual_complex,no,fp32,fp32,fp32,public,registered,complete,fused,reference,fused,reference,device_verified_jit,planned,device_verified_jit,absent,absent,absent,
complex_mul,tessera.complex_mul,visual_complex,no,bf16,bf16,fp32,public,not_applicable,complete,planned,unsupported,unsupported,unsupported,unsupported,planned,unsupported,absent,absent,absent,tile/physical/direct_test
complex_mul,tessera.complex_mul,visual_complex,no,complex64,fp32x2_interleaved,fp32,public,not_applicable,complete,fused,reference,fused,reference,fused,planned,device_verified_jit,absent,absent,absent,
complex_mul,tessera.complex_mul,visual_complex,no,fp16,fp16,fp32,public,not_applicable,complete,planned,unsupported,unsupported,unsupported,unsupported,planned,unsupported,absent,absent,absent,tile/physical/direct_test
complex_mul,tessera.complex_mul,visual_complex,no,fp32,fp32,fp32,public,not_applicable,complete,fused,reference,fused,reference,fused,planned,device_verified_jit,absent,absent,absent,
complex_pow,tessera.complex_pow,visual_complex,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,planned,unsupported,absent,absent,absent,tile/physical/direct_test
complex_pow,tessera.complex_pow,visual_complex,no,complex64,fp32x2_interleaved,fp32,public,registered,complete,fused,reference,fused,reference,device_verified_jit,planned,device_verified_jit,absent,absent,absent,
complex_pow,tessera.complex_pow,visual_complex,no,fp16,fp16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,planned,unsupported,absent,absent,absent,tile/physical/direct_test
complex_pow,tessera.complex_pow,visual_complex,no,fp32,fp32,fp32,public,registered,complete,fused,reference,fused,reference,device_verified_jit,planned,device_verified_jit,absent,absent,absent,
complex_sqrt,tessera.complex_sqrt,visual_complex,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,planned,unsupported,absent,absent,absent,tile/physical/direct_test
complex_sqrt,tessera.complex_sqrt,visual_complex,no,complex64,fp32x2_interleaved,fp32,public,registered,complete,fused,reference,fused,reference,device_verified_jit,planned,device_verified_jit,absent,absent,absent,
complex_sqrt,tessera.complex_sqrt,visual_complex,no,fp16,fp16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,planned,unsupported,absent,absent,absent,tile/physical/direct_test
complex_sqrt,tessera.complex_sqrt,visual_complex,no,fp32,fp32,fp32,public,registered,complete,fused,reference,fused,reference,device_verified_jit,planned,device_verified_jit,absent,absent,absent,
conformal_energy_on_sphere,tessera.conformal_energy_on_sphere,visual_complex,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,planned,unsupported,absent,absent,absent,tile/physical/direct_test
conformal_energy_on_sphere,tessera.conformal_energy_on_sphere,visual_complex,no,fp16,fp16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,planned,unsupported,absent,absent,absent,tile/physical/direct_test
conformal_energy_on_sphere,tessera.conformal_energy_on_sphere,visual_complex,no,fp32,fp32,fp32,public,registered,complete,not_applicable,reference,fused,reference,device_verified_jit,planned,device_verified_jit,absent,absent,absent,
conformal_jacobian,tessera.conformal_jacobian,visual_complex,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,planned,unsupported,absent,absent,absent,tile/physical/direct_test
conformal_jacobian,tessera.conformal_jacobian,visual_complex,no,fp16,fp16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,planned,unsupported,absent,absent,absent,tile/physical/direct_test
conformal_jacobian,tessera.conformal_jacobian,visual_complex,no,fp32,fp32,fp32,public,registered,complete,not_applicable,reference,fused,reference,device_verified_jit,planned,device_verified_jit,absent,absent,absent,
cross_ratio,tessera.cross_ratio,visual_complex,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,planned,unsupported,absent,absent,absent,tile/physical/direct_test
cross_ratio,tessera.cross_ratio,visual_complex,no,complex64,fp32x2_interleaved,fp32,public,registered,complete,not_applicable,reference,fused,reference,device_verified_jit,planned,device_verified_jit,absent,absent,absent,
cross_ratio,tessera.cross_ratio,visual_complex,no,fp16,fp16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,planned,unsupported,absent,absent,absent,tile/physical/direct_test
cross_ratio,tessera.cross_ratio,visual_complex,no,fp32,fp32,fp32,public,registered,complete,not_applicable,reference,fused,reference,device_verified_jit,planned,device_verified_jit,absent,absent,absent,
dbar,tessera.dbar,visual_complex,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,planned,unsupported,absent,absent,absent,tile/physical/direct_test
dbar,tessera.dbar,visual_complex,no,fp16,fp16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,planned,unsupported,absent,absent,absent,tile/physical/direct_test
dbar,tessera.dbar,visual_complex,no,fp32,fp32,fp32,public,registered,complete,not_applicable,reference,fused,reference,device_verified_jit,planned,device_verified_jit,absent,absent,absent,
dz,tessera.dz,visual_complex,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,planned,unsupported,absent,absent,absent,tile/physical/direct_test
dz,tessera.dz,visual_complex,no,fp16,fp16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,planned,unsupported,absent,absent,absent,tile/physical/direct_test
dz,tessera.dz,visual_complex,no,fp32,fp32,fp32,public,registered,complete,not_applicable,reference,fused,reference,device_verified_jit,planned,device_verified_jit,absent,absent,absent,
is_concyclic,tessera.is_concyclic,visual_complex,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,planned,unsupported,absent,absent,absent,tile/physical/direct_test
is_concyclic,tessera.is_concyclic,visual_complex,no,fp16,fp16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,planned,unsupported,absent,absent,absent,tile/physical/direct_test
is_concyclic,tessera.is_concyclic,visual_complex,no,fp32,fp32,fp32,public,registered,complete,not_applicable,reference,fused,reference,device_verified_jit,planned,device_verified_jit,absent,absent,absent,
laplacian_2d,tessera.laplacian_2d,visual_complex,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,planned,unsupported,absent,absent,absent,tile/physical/direct_test
laplacian_2d,tessera.laplacian_2d,visual_complex,no,fp16,fp16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,planned,unsupported,absent,absent,absent,tile/physical/direct_test
laplacian_2d,tessera.laplacian_2d,visual_complex,no,fp32,fp32,fp32,public,registered,complete,not_applicable,reference,fused,reference,device_verified_jit,planned,device_verified_jit,absent,absent,absent,
mobius,tessera.mobius,visual_complex,no,bf16,bf16,fp32,public,not_applicable,complete,planned,unsupported,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
mobius,tessera.mobius,visual_complex,no,complex64,fp32x2_interleaved,fp32,public,not_applicable,complete,fused,reference,device_verified_jit,reference,device_verified_jit,absent,device_verified_jit,absent,absent,absent,
mobius,tessera.mobius,visual_complex,no,fp32,fp32,fp32,public,not_applicable,complete,fused,reference,device_verified_jit,reference,device_verified_jit,absent,device_verified_jit,absent,absent,absent,
mobius_from_three_points,tessera.mobius_from_three_points,visual_complex,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,planned,unsupported,absent,absent,absent,tile/physical/direct_test
